"number","opened_at","short_description","description","subcategory","close_notes","resolved_by","resolved_at","severity","assigned_to","category","comments","parent_incident","priority"
"INC0014213","2025-11-03 06:07:23","Issue 1212: Laptop boot issue","User reported Issue 1212: Laptop boot issue. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0014212","2025-11-03 06:07:23","Issue 1211: VPN connection failure","User reported Issue 1211: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Hardware","","","5 - Planning"
"INC0014211","2025-11-03 06:07:23","Issue 1210: Laptop boot issue","User reported Issue 1210: Laptop boot issue. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0014210","2025-11-03 06:07:23","Issue 1209: Email not syncing","User reported Issue 1209: Email not syncing. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0014209","2025-11-03 06:07:23","Issue 1208: Software installation error","User reported Issue 1208: Software installation error. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0014208","2025-11-03 06:07:22","Issue 1207: VPN connection failure","User reported Issue 1207: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0014207","2025-11-03 06:07:22","Issue 1206: Laptop boot issue","User reported Issue 1206: Laptop boot issue. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0014206","2025-11-03 06:07:22","Issue 1205: VPN connection failure","User reported Issue 1205: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0014205","2025-11-03 06:07:22","Issue 1204: Software installation error","User reported Issue 1204: Software installation error. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0014204","2025-11-03 06:07:22","Issue 1203: Slow internet","User reported Issue 1203: Slow internet. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0014203","2025-11-03 06:07:22","Issue 1202: Email not syncing","User reported Issue 1202: Email not syncing. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0014202","2025-11-03 06:07:21","Issue 1201: Slow internet","User reported Issue 1201: Slow internet. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0014201","2025-11-03 06:07:21","Issue 1200: Laptop boot issue","User reported Issue 1200: Laptop boot issue. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0014200","2025-11-03 06:07:21","Issue 1199: Email not syncing","User reported Issue 1199: Email not syncing. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0014199","2025-11-03 06:07:21","Issue 1198: VPN connection failure","User reported Issue 1198: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Hardware","","","5 - Planning"
"INC0014198","2025-11-03 06:07:21","Issue 1197: Email not syncing","User reported Issue 1197: Email not syncing. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0014197","2025-11-03 06:07:21","Issue 1196: Slow internet","User reported Issue 1196: Slow internet. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0014196","2025-11-03 06:07:20","Issue 1195: Slow internet","User reported Issue 1195: Slow internet. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Hardware","","","5 - Planning"
"INC0014195","2025-11-03 06:07:20","Issue 1194: Slow internet","User reported Issue 1194: Slow internet. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0014194","2025-11-03 06:07:20","Issue 1193: Laptop boot issue","User reported Issue 1193: Laptop boot issue. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0014193","2025-11-03 06:07:20","Issue 1192: Slow internet","User reported Issue 1192: Slow internet. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0014192","2025-11-03 06:07:20","Issue 1191: Laptop boot issue","User reported Issue 1191: Laptop boot issue. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0014191","2025-11-03 06:07:19","Issue 1190: Software installation error","User reported Issue 1190: Software installation error. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0014190","2025-11-03 06:07:19","Issue 1189: Email not syncing","User reported Issue 1189: Email not syncing. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0014189","2025-11-03 06:07:19","Issue 1188: Software installation error","User reported Issue 1188: Software installation error. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Hardware","","","5 - Planning"
"INC0014188","2025-11-03 06:07:19","Issue 1187: Laptop boot issue","User reported Issue 1187: Laptop boot issue. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0014187","2025-11-03 06:07:19","Issue 1186: Email not syncing","User reported Issue 1186: Email not syncing. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0014186","2025-11-03 06:07:19","Issue 1185: Slow internet","User reported Issue 1185: Slow internet. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0014185","2025-11-03 06:07:18","Issue 1184: Software installation error","User reported Issue 1184: Software installation error. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0014184","2025-11-03 06:07:18","Issue 1183: Email not syncing","User reported Issue 1183: Email not syncing. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0014183","2025-11-03 06:07:18","Issue 1182: VPN connection failure","User reported Issue 1182: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Hardware","","","5 - Planning"
"INC0014182","2025-11-03 06:07:18","Issue 1181: Email not syncing","User reported Issue 1181: Email not syncing. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0014181","2025-11-03 06:07:18","Issue 1180: VPN connection failure","User reported Issue 1180: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0014180","2025-11-03 06:07:18","Issue 1179: Slow internet","User reported Issue 1179: Slow internet. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0014179","2025-11-03 06:07:17","Issue 1178: VPN connection failure","User reported Issue 1178: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0014178","2025-11-03 06:07:17","Issue 1177: Slow internet","User reported Issue 1177: Slow internet. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0014177","2025-11-03 06:07:17","Issue 1176: Software installation error","User reported Issue 1176: Software installation error. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0014176","2025-11-03 06:07:17","Issue 1175: Slow internet","User reported Issue 1175: Slow internet. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0014175","2025-11-03 06:07:17","Issue 1174: Laptop boot issue","User reported Issue 1174: Laptop boot issue. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Hardware","","","5 - Planning"
"INC0014174","2025-11-03 06:07:16","Issue 1173: Laptop boot issue","User reported Issue 1173: Laptop boot issue. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0014173","2025-11-03 06:07:16","Issue 1172: VPN connection failure","User reported Issue 1172: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0014172","2025-11-03 06:07:16","Issue 1171: Laptop boot issue","User reported Issue 1171: Laptop boot issue. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0014171","2025-11-03 06:07:16","Issue 1170: Slow internet","User reported Issue 1170: Slow internet. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Software","","","5 - Planning"
